"","taxon","parent","count","count_norm","avg","tax_name","tax_rank","tax_color"
"ubiome_bacteriacounts.288","225352","213422","2","25",NA,"unclassified Geobacteraceae","no_rank",NA
"ubiome_bacteriacounts.289","69541","28221","2","25",NA,"Desulfuromonadales","order",NA
"ubiome_bacteriacounts.290","1506","1485","2","25",NA,"Clostridium sp.","species",NA
"ubiome_bacteriacounts.291","1229957","361210","2","25",NA,"Porphyromonadaceae bacterium AIP925.11","species",NA
"ubiome_bacteriacounts.292","361210","171551","2","25",NA,"unclassified Porphyromonadaceae","no_rank",NA
"ubiome_bacteriacounts.293","346096","171551","2","25",NA,"Paludibacter","genus",NA
"ubiome_bacteriacounts.294","154288","191303","2","25",NA,"Turicibacter sanguinis","species",NA
"ubiome_bacteriacounts.295","78346","1678","2","25",NA,"Bifidobacterium ruminantium","species",NA
"ubiome_bacteriacounts.296","213422","69541","2","25",NA,"Geobacteraceae","family",NA
"ubiome_bacteriacounts.297","1117","2","2","25",NA,"Cyanobacteria","phylum",NA
"ubiome_bacteriacounts.298","460384","1485","2","25",NA,"Clostridium lavalense","species",NA
"ubiome_bacteriacounts.299","135621","72274","2","25",NA,"Pseudomonadaceae","family",NA
"ubiome_bacteriacounts.300","367928","1680","2","25",NA,"Bifidobacterium adolescentis ATCC 15703","no_rank",NA
"ubiome_bacteriacounts.301","286","135621","2","25",NA,"Pseudomonas","genus",NA
"ubiome_bacteriacounts.302","119060","80840","2","25",NA,"Burkholderiaceae","family",NA
"ubiome_bacteriacounts.303","906","31977","2","25",NA,"Megasphaera","genus",NA
"ubiome_bacteriacounts.304","135620","135619","2","25",NA,"Oceanospirillaceae","family",NA
"ubiome_bacteriacounts.305","47928","1239","2","25",NA,"environmental samples","no_rank",NA
"ubiome_bacteriacounts.306","437755","186803","2","25",NA,"Moryella","genus",NA
"ubiome_bacteriacounts.307","224372","135619","2","25",NA,"Alcanivoracaceae","family",NA
"ubiome_bacteriacounts.308","72274","1236","2","25",NA,"Pseudomonadales","order",NA
"ubiome_bacteriacounts.309","165779","543310","2","25",NA,"Anaerococcus","genus",NA
"ubiome_bacteriacounts.310","938293","165779","2","25",NA,"Anaerococcus sp. 9402080","species",NA
"ubiome_bacteriacounts.311","292800","946234","2","25",NA,"Flavonifractor plautii","species",NA
"ubiome_bacteriacounts.312","1146433","49928","2","25",NA,"bacterium NLAE-zl-P562","species",NA
"ubiome_bacteriacounts.313","1305","1301","2","25",NA,"Streptococcus sanguinis","species",NA
"ubiome_bacteriacounts.314","1095771","1263","2","25",NA,"Ruminococcus sp. JC304","species",NA
"ubiome_bacteriacounts.315","172900","255528","2","25",NA,"Victivallis","genus",NA
"ubiome_bacteriacounts.316","89014","572511","2","25",NA,"Blautia luti","species",NA
"ubiome_bacteriacounts.317","204441","28211","2","25",NA,"Rhodospirillales","order",NA
"ubiome_bacteriacounts.318","186827","186826","2","25",NA,"Aerococcaceae","family",NA
"ubiome_bacteriacounts.319","66831","186827","2","25",NA,"Facklamia","genus",NA
"ubiome_bacteriacounts.320","82347","66831","2","25",NA,"Facklamia languida","species",NA
"ubiome_bacteriacounts.321","631024","836","2","25",NA,"Porphyromonas sp. 2007b","species",NA
"ubiome_bacteriacounts.322","1232425","574697","2","25",NA,"Butyricimonas sp. GD2","species",NA
